,Gender,Age Group,Marital_Status,State,Zone,Occupation,Product_Category,Orders,Amount
4789,Male,18-25,Married,Uttar Pradesh,Central,Media,Clothing & Apparel,2,8852
4790,Female,55+,Married,Uttarakhand,Central,Hospitality,Clothing & Apparel,4,8852
4791,Male,51-55,Single,Delhi,Central,Media,Footwear & Shoes,3,8851
4792,Female,36-45,Married,Uttar Pradesh,Central,Others,Clothing & Apparel,3,8851
4793,Female,26-35,Single,Uttar Pradesh,Central,Hospitality,Clothing & Apparel,2,8850
4794,Female,26-35,Single,Punjab,Northern,Others,Clothing & Apparel,1,8848
4795,Female,0-17,Married,Himachal Pradesh,Northern,IT Sector,Clothing & Apparel,3,8847
4796,Female,26-35,Single,Kerala,Southern,Healthcare,Clothing & Apparel,2,8847
4797,Male,26-35,Single,Uttarakhand,Central,Hospitality,Clothing & Apparel,4,8847
4798,Female,26-35,Married,Karnataka,Southern,Others,Footwear & Shoes,4,8845
4799,Female,26-35,Married,Madhya Pradesh,Central,Others,Clothing & Apparel,4,8845
4800,Female,26-35,Married,Maharashtra,Western,IT Sector,Clothing & Apparel,3,8845
4801,Female,55+,Single,Andhra Pradesh,Southern,Others,Clothing & Apparel,4,8844
4802,Female,51-55,Single,Madhya Pradesh,Central,Others,Clothing & Apparel,3,8844
4803,Female,26-35,Single,Karnataka,Southern,Others,Clothing & Apparel,3,8843
4804,Female,46-50,Single,Haryana,Northern,Govt,Clothing & Apparel,2,8842
4805,Female,36-45,Married,Himachal Pradesh,Northern,IT Sector,Clothing & Apparel,4,8842
4806,Male,46-50,Married,Kerala,Southern,IT Sector,Clothing & Apparel,1,8842
4807,Male,26-35,Married,Uttar Pradesh,Central,Hospitality,Others,1,8842
4808,Male,36-45,Married,Uttar Pradesh,Central,Hospitality,Clothing & Apparel,3,8842
4809,Male,55+,Single,Karnataka,Southern,Others,Clothing & Apparel,1,8841
4810,Male,26-35,Married,Uttar Pradesh,Central,Aviation,Clothing & Apparel,4,8840
4811,Female,26-35,Single,Uttar Pradesh,Central,Others,Footwear & Shoes,2,8840
4812,Male,51-55,Married,Uttarakhand,Central,Hospitality,Clothing & Apparel,1,8840
4813,Male,36-45,Married,Uttar Pradesh,Central,Others,Clothing & Apparel,4,8839
4814,Male,51-55,Single,Andhra Pradesh,Southern,Others,Clothing & Apparel,1,8838
4815,Female,18-25,Married,Madhya Pradesh,Central,Govt,Clothing & Apparel,4,8838
4816,Female,18-25,Married,Maharashtra,Western,Others,Clothing & Apparel,1,8838
4817,Female,26-35,Single,Rajasthan,Northern,Others,Clothing & Apparel,4,8838
4818,Female,18-25,Single,Uttar Pradesh,Central,Others,Clothing & Apparel,2,8838
4819,Male,36-45,Single,Uttar Pradesh,Central,Others,Clothing & Apparel,2,8838
4820,Female,18-25,Single,Uttar Pradesh,Central,IT Sector,Clothing & Apparel,4,8837
4821,Male,26-35,Single,Haryana,Northern,Healthcare,Clothing & Apparel,2,8836
4822,Male,51-55,Married,Rajasthan,Northern,IT Sector,Clothing & Apparel,3,8836
4823,Male,51-55,Married,Uttarakhand,Central,IT Sector,Clothing & Apparel,3,8836
4824,Female,36-45,Married,Himachal Pradesh,Northern,Banking,Clothing & Apparel,4,8835
4825,Female,18-25,Single,Uttarakhand,Central,Media,Clothing & Apparel,4,8835
4826,Female,26-35,Married,Himachal Pradesh,Northern,Hospitality,Clothing & Apparel,3,8834
4827,Female,26-35,Married,Himachal Pradesh,Northern,Aviation,Clothing & Apparel,4,8833
4828,Female,26-35,Married,Karnataka,Southern,IT Sector,Footwear & Shoes,3,8833
4829,Female,36-45,Single,Maharashtra,Western,Others,Clothing & Apparel,3,8833
4830,Female,36-45,Married,Maharashtra,Western,Others,Clothing & Apparel,3,8833
4831,Male,26-35,Married,Uttar Pradesh,Central,Media,Clothing & Apparel,3,8833
4832,Female,26-35,Single,Haryana,Northern,Others,Clothing & Apparel,1,8832
4833,Male,26-35,Married,Maharashtra,Western,Others,Clothing & Apparel,4,8832
4834,Female,51-55,Single,Maharashtra,Western,Govt,Clothing & Apparel,2,8832
4835,Male,36-45,Married,Uttarakhand,Central,IT Sector,Clothing & Apparel,1,8832
4836,Female,26-35,Married,Kerala,Southern,Banking,Clothing & Apparel,1,8831
4837,Female,18-25,Married,Karnataka,Southern,Media,Clothing & Apparel,1,8829
4838,Male,51-55,Single,Andhra Pradesh,Southern,IT Sector,Clothing & Apparel,3,8828
4839,Male,18-25,Married,Delhi,Central,IT Sector,Clothing & Apparel,4,8828
4840,Male,36-45,Single,Haryana,Northern,IT Sector,Clothing & Apparel,3,8828
4841,Female,18-25,Married,Himachal Pradesh,Northern,Hospitality,Clothing & Apparel,3,8828
4842,Male,18-25,Single,Madhya Pradesh,Central,Govt,Clothing & Apparel,4,8828
4843,Female,36-45,Single,Madhya Pradesh,Central,Others,Clothing & Apparel,2,8828
4844,Male,26-35,Married,Maharashtra,Western,Govt,Clothing & Apparel,1,8827
4845,Male,26-35,Married,Delhi,Central,Banking,Clothing & Apparel,3,8826
4846,Female,26-35,Married,Jharkhand,Eastern,Others,Clothing & Apparel,2,8826
4847,Male,26-35,Single,Karnataka,Southern,IT Sector,Clothing & Apparel,1,8826
4848,Female,26-35,Single,Himachal Pradesh,Northern,Banking,Clothing & Apparel,2,8825
4849,Male,51-55,Married,Karnataka,Southern,IT Sector,Clothing & Apparel,1,8825
4850,Female,18-25,Married,Andhra Pradesh,Southern,Hospitality,Clothing & Apparel,3,8824
4851,Female,36-45,Married,Bihar,Eastern,IT Sector,Clothing & Apparel,4,8824
4852,Male,26-35,Single,Haryana,Northern,Others,Clothing & Apparel,4,8824
4853,Female,26-35,Single,Karnataka,Southern,Healthcare,Footwear & Shoes,2,8824
4854,Female,36-45,Single,Karnataka,Southern,IT Sector,Footwear & Shoes,1,8824
4855,Female,26-35,Single,Karnataka,Southern,Healthcare,Clothing & Apparel,3,8823
4856,Female,36-45,Married,Delhi,Central,Others,Clothing & Apparel,3,8822
4857,Female,36-45,Married,Kerala,Southern,Others,Clothing & Apparel,1,8822
4858,Female,26-35,Single,Maharashtra,Western,Hospitality,Clothing & Apparel,2,8822
4859,Female,18-25,Married,Delhi,Central,Hospitality,Clothing & Apparel,2,8820
4860,Male,26-35,Single,Delhi,Central,IT Sector,Clothing & Apparel,2,8820
4861,Female,18-25,Married,Himachal Pradesh,Northern,Banking,Clothing & Apparel,2,8820
4862,Female,26-35,Single,Uttar Pradesh,Central,IT Sector,Clothing & Apparel,2,8820
4863,Male,26-35,Married,Uttar Pradesh,Central,Others,Clothing & Apparel,3,8819
4864,Male,51-55,Married,Uttar Pradesh,Central,Others,Clothing & Apparel,3,8819
4865,Male,18-25,Single,Andhra Pradesh,Southern,Healthcare,Clothing & Apparel,4,8818
4866,Female,18-25,Single,Maharashtra,Western,Aviation,Clothing & Apparel,4,8818
4867,Female,26-35,Single,Maharashtra,Western,Others,Clothing & Apparel,3,8818
4868,Female,51-55,Single,Uttar Pradesh,Central,Healthcare,Clothing & Apparel,1,8815
4869,Female,26-35,Single,Gujarat,Western,Healthcare,Clothing & Apparel,3,8814
4870,Female,46-50,Single,Uttar Pradesh,Central,IT Sector,Clothing & Apparel,1,8814
4871,Male,26-35,Single,Karnataka,Southern,Healthcare,Clothing & Apparel,1,8813
4872,Female,51-55,Married,Karnataka,Southern,Govt,Clothing & Apparel,4,8813
4873,Female,36-45,Single,Delhi,Central,IT Sector,Footwear & Shoes,3,8811
4874,Female,51-55,Single,Haryana,Northern,Others,Clothing & Apparel,1,8811
4875,Female,36-45,Married,Himachal Pradesh,Northern,Banking,Clothing & Apparel,2,8810
4876,Male,26-35,Single,Uttarakhand,Central,Media,Clothing & Apparel,3,8810
4877,Female,26-35,Married,Bihar,Eastern,IT Sector,Clothing & Apparel,3,8809
4878,Female,26-35,Married,Uttar Pradesh,Central,IT Sector,Clothing & Apparel,3,8809
4879,Male,36-45,Single,Himachal Pradesh,Northern,Healthcare,Clothing & Apparel,2,8808
4880,Female,0-17,Married,Uttar Pradesh,Central,Healthcare,Clothing & Apparel,3,8808
4881,Female,26-35,Single,Himachal Pradesh,Northern,Banking,Clothing & Apparel,3,8807
4882,Male,55+,Married,Jharkhand,Eastern,Others,Footwear & Shoes,4,8807
4883,Female,46-50,Married,Karnataka,Southern,IT Sector,Footwear & Shoes,3,8807
4884,Female,55+,Single,Maharashtra,Western,IT Sector,Clothing & Apparel,2,8806
4885,Female,26-35,Married,Uttar Pradesh,Central,Govt,Clothing & Apparel,1,8806
4886,Female,26-35,Married,Uttar Pradesh,Central,Others,Clothing & Apparel,2,8805
4887,Female,26-35,Single,Delhi,Central,IT Sector,Clothing & Apparel,4,8804
4888,Female,18-25,Single,Himachal Pradesh,Northern,Healthcare,Clothing & Apparel,2,8804
4889,Male,26-35,Married,Uttar Pradesh,Central,IT Sector,Clothing & Apparel,3,8804
4890,Female,18-25,Married,Jharkhand,Eastern,Others,Clothing & Apparel,3,8803
4891,Female,26-35,Single,Himachal Pradesh,Northern,Aviation,Clothing & Apparel,3,8802
4892,Female,26-35,Married,Gujarat,Western,Media,Clothing & Apparel,2,8799
4893,Female,18-25,Single,Jharkhand,Eastern,Banking,Clothing & Apparel,3,8799
4894,Female,36-45,Married,Bihar,Eastern,Others,Clothing & Apparel,1,8798
4895,Male,36-45,Married,Karnataka,Southern,Others,Clothing & Apparel,4,8797
4896,Female,55+,Single,Uttar Pradesh,Central,Aviation,Clothing & Apparel,4,8797
4897,Female,36-45,Married,Himachal Pradesh,Northern,Others,Clothing & Apparel,4,8796
4898,Female,26-35,Single,Uttar Pradesh,Central,Healthcare,Clothing & Apparel,3,8796
4899,Male,26-35,Married,Uttar Pradesh,Central,Hospitality,Clothing & Apparel,1,8796
4900,Female,36-45,Single,Kerala,Southern,Media,Clothing & Apparel,4,8795
4901,Female,46-50,Married,Madhya Pradesh,Central,Banking,Clothing & Apparel,3,8795
4902,Male,46-50,Single,Delhi,Central,Others,Clothing & Apparel,1,8794
4903,Female,18-25,Married,Uttar Pradesh,Central,IT Sector,Clothing & Apparel,4,8794
4904,Male,36-45,Single,Maharashtra,Western,Others,Clothing & Apparel,3,8793
4905,Female,26-35,Married,Andhra Pradesh,Southern,Others,Clothing & Apparel,2,8792
4906,Male,36-45,Single,Karnataka,Southern,Media,Footwear & Shoes,2,8792
4907,Female,18-25,Single,Himachal Pradesh,Northern,Banking,Clothing & Apparel,2,8790
4908,Female,18-25,Married,Madhya Pradesh,Central,Banking,Clothing & Apparel,3,8790
4909,Female,55+,Single,Uttar Pradesh,Central,Others,Clothing & Apparel,4,8790
4910,Female,18-25,Single,Karnataka,Southern,Healthcare,Clothing & Apparel,3,8789
4911,Female,26-35,Single,Maharashtra,Western,Healthcare,Clothing & Apparel,1,8789
4912,Male,26-35,Single,Rajasthan,Northern,Hospitality,Clothing & Apparel,1,8789
4913,Male,18-25,Single,Uttar Pradesh,Central,Others,Clothing & Apparel,4,8789
4914,Female,36-45,Married,Uttarakhand,Central,Others,Clothing & Apparel,3,8789
4915,Female,18-25,Married,Kerala,Southern,Banking,Clothing & Apparel,1,8788
4916,Female,26-35,Single,Karnataka,Southern,Media,Footwear & Shoes,3,8787
4917,Male,26-35,Married,Uttar Pradesh,Central,Others,Clothing & Apparel,1,8787
4918,Female,36-45,Married,Bihar,Eastern,Banking,Clothing & Apparel,3,8786
4919,Male,18-25,Married,Delhi,Central,Banking,Clothing & Apparel,3,8785
4920,Female,46-50,Single,Himachal Pradesh,Northern,Hospitality,Clothing & Apparel,2,8783
4921,Female,26-35,Single,Kerala,Southern,Aviation,Clothing & Apparel,3,8783
4922,Female,26-35,Single,Maharashtra,Western,Healthcare,Clothing & Apparel,4,8783
4923,Female,26-35,Single,Uttar Pradesh,Central,Others,Clothing & Apparel,2,8782
4924,Male,26-35,Married,Karnataka,Southern,Banking,Clothing & Apparel,2,8781
4925,Male,26-35,Married,Uttar Pradesh,Central,Aviation,Clothing & Apparel,2,8781
4926,Male,46-50,Single,Delhi,Central,Healthcare,Clothing & Apparel,2,8779
4927,Female,46-50,Single,Kerala,Southern,Others,Clothing & Apparel,3,8779
4928,Female,51-55,Single,Maharashtra,Western,IT Sector,Clothing & Apparel,2,8778
4929,Female,18-25,Married,Telangana,Southern,Others,Clothing & Apparel,4,8778
4930,Male,26-35,Single,Himachal Pradesh,Northern,IT Sector,Clothing & Apparel,1,8776
4931,Male,51-55,Married,Maharashtra,Western,Others,Clothing & Apparel,1,8775
4932,Female,18-25,Single,Jharkhand,Eastern,Others,Clothing & Apparel,3,8774
4933,Female,26-35,Married,Karnataka,Southern,IT Sector,Footwear & Shoes,2,8774
4934,Female,51-55,Single,Uttar Pradesh,Central,IT Sector,Footwear & Shoes,3,8774
4935,Female,36-45,Married,Uttarakhand,Central,Aviation,Clothing & Apparel,3,8774
4936,Female,51-55,Single,Bihar,Eastern,IT Sector,Clothing & Apparel,4,8773
4937,Female,26-35,Single,Himachal Pradesh,Northern,Healthcare,Clothing & Apparel,2,8773
4938,Male,0-17,Single,Delhi,Central,Hospitality,Clothing & Apparel,2,8771
4939,Male,26-35,Single,Jharkhand,Eastern,IT Sector,Clothing & Apparel,1,8771
4940,Male,26-35,Single,Telangana,Southern,IT Sector,Clothing & Apparel,1,8771
4941,Female,18-25,Single,Haryana,Northern,Healthcare,Clothing & Apparel,4,8770
4942,Female,18-25,Single,Delhi,Central,Others,Clothing & Apparel,4,8769
4943,Male,36-45,Single,Delhi,Central,Others,Clothing & Apparel,3,8769
4944,Female,26-35,Married,Jharkhand,Eastern,Others,Clothing & Apparel,2,8769
4945,Female,51-55,Single,Kerala,Southern,Others,Clothing & Apparel,2,8769
4946,Female,36-45,Single,Gujarat,Western,IT Sector,Clothing & Apparel,1,8768
4947,Male,18-25,Single,Maharashtra,Western,Aviation,Clothing & Apparel,1,8768
4948,Female,36-45,Married,Andhra Pradesh,Southern,Media,Clothing & Apparel,1,8767
4949,Male,36-45,Single,Karnataka,Southern,Govt,Clothing & Apparel,3,8767
4950,Male,26-35,Married,Maharashtra,Western,Others,Others,1,8767
4951,Female,26-35,Married,Kerala,Southern,Aviation,Clothing & Apparel,1,8766
4952,Female,46-50,Single,Himachal Pradesh,Northern,Hospitality,Clothing & Apparel,4,8765
4953,Female,46-50,Single,Madhya Pradesh,Central,Others,Footwear & Shoes,1,8765
4954,Male,18-25,Single,Maharashtra,Western,Hospitality,Clothing & Apparel,1,8764
4955,Female,51-55,Single,Uttar Pradesh,Central,Hospitality,Clothing & Apparel,3,8764
4956,Female,36-45,Single,Jharkhand,Eastern,IT Sector,Clothing & Apparel,2,8763
4957,Female,26-35,Single,Maharashtra,Western,Banking,Clothing & Apparel,3,8763
4958,Male,18-25,Single,Karnataka,Southern,Others,Clothing & Apparel,4,8761
4959,Female,36-45,Married,Gujarat,Western,IT Sector,Clothing & Apparel,1,8760
4960,Male,26-35,Single,Maharashtra,Western,Media,Clothing & Apparel,4,8760
4961,Female,26-35,Single,Uttar Pradesh,Central,Banking,Clothing & Apparel,4,8759
4962,Female,26-35,Single,Madhya Pradesh,Central,Banking,Clothing & Apparel,4,8758
4963,Male,26-35,Married,Uttar Pradesh,Central,Others,Clothing & Apparel,4,8758
4964,Male,46-50,Single,Karnataka,Southern,Healthcare,Clothing & Apparel,3,8757
4965,Female,51-55,Single,Uttar Pradesh,Central,Aviation,Clothing & Apparel,4,8756
4966,Male,36-45,Single,Andhra Pradesh,Southern,Healthcare,Clothing & Apparel,2,8755
4967,Female,46-50,Single,Maharashtra,Western,Healthcare,Clothing & Apparel,4,8755
4968,Male,26-35,Married,Andhra Pradesh,Southern,Others,Clothing & Apparel,2,8754
4969,Male,26-35,Married,Madhya Pradesh,Central,Others,Clothing & Apparel,4,8754
4970,Female,26-35,Single,Delhi,Central,Media,Clothing & Apparel,3,8753
4971,Female,26-35,Married,Uttar Pradesh,Central,Aviation,Clothing & Apparel,3,8753
4972,Male,26-35,Single,Bihar,Eastern,Healthcare,Clothing & Apparel,2,8752
4973,Male,18-25,Single,Uttar Pradesh,Central,Media,Clothing & Apparel,3,8752
4974,Male,18-25,Single,Uttar Pradesh,Central,Media,Clothing & Apparel,4,8752
4975,Female,46-50,Single,Karnataka,Southern,Others,Clothing & Apparel,2,8747
4976,Female,46-50,Single,Madhya Pradesh,Central,Healthcare,Clothing & Apparel,2,8747
4977,Female,26-35,Single,Maharashtra,Western,Others,Clothing & Apparel,1,8747
4978,Female,26-35,Married,Delhi,Central,Govt,Clothing & Apparel,4,8746
4979,Female,18-25,Married,Haryana,Northern,Hospitality,Clothing & Apparel,2,8745
4980,Female,26-35,Single,Haryana,Northern,Banking,Clothing & Apparel,2,8745
4981,Female,26-35,Married,Bihar,Eastern,Aviation,Clothing & Apparel,3,8744
4982,Female,46-50,Single,Uttar Pradesh,Central,IT Sector,Clothing & Apparel,1,8744
4983,Female,18-25,Married,Andhra Pradesh,Southern,Govt,Clothing & Apparel,3,8743
4984,Female,26-35,Married,Bihar,Eastern,Healthcare,Clothing & Apparel,3,8743
4985,Female,26-35,Married,Delhi,Central,IT Sector,Footwear & Shoes,4,8743
4986,Female,0-17,Single,Karnataka,Southern,Others,Clothing & Apparel,1,8743
4987,Female,36-45,Single,Madhya Pradesh,Central,IT Sector,Clothing & Apparel,3,8743
4988,Female,18-25,Single,Maharashtra,Western,Healthcare,Clothing & Apparel,1,8743
4989,Male,18-25,Single,Andhra Pradesh,Southern,Govt,Clothing & Apparel,3,8742
4990,Female,18-25,Single,Bihar,Eastern,Others,Clothing & Apparel,2,8742
4991,Male,26-35,Married,Maharashtra,Western,IT Sector,Clothing & Apparel,3,8741
4992,Male,51-55,Married,Uttar Pradesh,Central,Others,Clothing & Apparel,1,8741
4993,Female,18-25,Married,Uttar Pradesh,Central,Aviation,Clothing & Apparel,3,8740
4994,Male,46-50,Married,Bihar,Eastern,IT Sector,Clothing & Apparel,2,8739
4995,Male,26-35,Married,Delhi,Central,Others,Clothing & Apparel,1,8739
4996,Female,26-35,Married,Delhi,Central,Healthcare,Clothing & Apparel,2,8739
4997,Female,26-35,Married,Delhi,Central,Healthcare,Footwear & Shoes,3,8739
4998,Male,18-25,Single,Maharashtra,Western,Healthcare,Clothing & Apparel,1,8738
4999,Female,55+,Single,Uttar Pradesh,Central,Healthcare,Clothing & Apparel,4,8738
5000,Female,51-55,Married,Uttarakhand,Central,IT Sector,Clothing & Apparel,1,8738
5001,Female,26-35,Single,Jharkhand,Eastern,IT Sector,Clothing & Apparel,2,8735
5002,Male,46-50,Married,Maharashtra,Western,Hospitality,Clothing & Apparel,3,8735
5003,Female,46-50,Married,Maharashtra,Western,IT Sector,Clothing & Apparel,4,8735
5004,Female,51-55,Married,Maharashtra,Western,Others,Clothing & Apparel,2,8735
5005,Female,26-35,Married,Delhi,Central,Govt,Footwear & Shoes,3,8734
5006,Male,26-35,Single,Rajasthan,Northern,IT Sector,Clothing & Apparel,4,8733
5007,Female,18-25,Single,Kerala,Southern,Aviation,Clothing & Apparel,1,8732
5008,Female,46-50,Married,Uttar Pradesh,Central,IT Sector,Clothing & Apparel,2,8732
5009,Female,18-25,Single,Bihar,Eastern,Aviation,Clothing & Apparel,2,8731
5010,Male,26-35,Married,Delhi,Central,Others,Clothing & Apparel,2,8731
5011,Male,26-35,Married,Haryana,Northern,Others,Clothing & Apparel,2,8731
5012,Female,46-50,Single,Uttar Pradesh,Central,Others,Clothing & Apparel,2,8731
5013,Male,18-25,Married,Maharashtra,Western,Others,Clothing & Apparel,2,8730
5014,Male,18-25,Married,Uttar Pradesh,Central,Banking,Clothing & Apparel,4,8730
5015,Female,46-50,Married,Bihar,Eastern,Govt,Clothing & Apparel,1,8727
5016,Male,26-35,Married,Karnataka,Southern,Others,Clothing & Apparel,2,8727
5017,Female,26-35,Single,Kerala,Southern,Healthcare,Clothing & Apparel,2,8727
5018,Male,36-45,Married,Madhya Pradesh,Central,Others,Clothing & Apparel,2,8727
5019,Female,36-45,Single,Uttar Pradesh,Central,Healthcare,Clothing & Apparel,2,8727
5020,Female,26-35,Married,Uttar Pradesh,Central,Media,Clothing & Apparel,1,8725
5021,Female,36-45,Single,Uttar Pradesh,Central,Banking,Furniture,1,8725
5022,Female,18-25,Single,Andhra Pradesh,Southern,Healthcare,Clothing & Apparel,4,8724
5023,Male,26-35,Single,Delhi,Central,Others,Clothing & Apparel,2,8724
5024,Female,36-45,Single,Bihar,Eastern,Healthcare,Clothing & Apparel,2,8723
5025,Female,26-35,Married,Delhi,Central,Banking,Clothing & Apparel,3,8723
5026,Female,18-25,Single,Kerala,Southern,Healthcare,Furniture,2,8722
5027,Female,26-35,Single,Jharkhand,Eastern,Healthcare,Clothing & Apparel,3,8721
5028,Female,46-50,Married,Maharashtra,Western,Others,Clothing & Apparel,2,8721
5029,Male,18-25,Single,Rajasthan,Northern,Others,Clothing & Apparel,2,8721
